app_id,review_date,review_title,user_role_title,company_industry,company_size,score
128,"<div class=""review-date"">October 27, 2019</div>",['Dayforce 3 years in'],"<div class=""position"">Manager of Compensation and Benefits, HRIS and Training</div>","<span class=""industry-type"">Chemicals</span>","<span class=""size"">201-500 employees</span>",9
129,"<div class=""review-date"">October 27, 2019</div>",['Metals Manufacturing Employee Review of Ceridian Dayforce'],"<div class=""position"">Human Resources Assistant</div>","<span class=""industry-type"">Mining &amp; Metals</span>","<span class=""size"">5001-10,000 employees</span>",7
130,"<div class=""review-date"">October 27, 2019</div>",['May the Dayforce be with you'],"<div class=""position"">Director of Payroll</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">5001-10,000 employees</span>",10
131,"<div class=""review-date"">October 25, 2019</div>",['Getting a Little Better'],"<div class=""position"">Sr. Accountant &amp; Payroll Specialist</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">201-500 employees</span>",7
132,"<div class=""review-date"">Updated October 24, 2019</div>",['Amazing!!!'],"<div class=""position"">Head of Human Resources Operations, North America</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">1001-5000 employees</span>",10
133,"<div class=""review-date"">Updated October 24, 2019</div>",['Dayforce implementation user'],"<div class=""position"">HR Supervisor</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">10,001+ employees</span>",9
134,"<div class=""review-date"">October 24, 2019</div>",['Dayforce review'],"<div class=""position"">HR systems manager</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">1001-5000 employees</span>",8
135,"<div class=""review-date"">October 24, 2019</div>",['FA 1099 Customer Takes on Dayforce'],"<div class=""position"">Marketing Information &amp; Technology Manager</div>","<span class=""industry-type"">Insurance</span>","<span class=""size"">1001-5000 employees</span>",8
136,"<div class=""review-date"">October 24, 2019</div>",['We want to tap into more potential.'],"<div class=""position"">Vice President Human Resources</div>","<span class=""industry-type"">Food &amp; Beverages</span>","<span class=""size"">1001-5000 employees</span>",8
137,"<div class=""review-date"">October 24, 2019</div>",['Moving on'],"<div class=""position"">Senior Payroll Accountant</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">201-500 employees</span>",7
138,"<div class=""review-date"">October 24, 2019</div>","['Challenging implementation, but the end result is extremely useful']","<div class=""position"">Director, Human Resources &amp; Administration</div>","<span class=""industry-type"">Construction</span>","<span class=""size"">201-500 employees</span>",8
139,"<div class=""review-date"">October 24, 2019</div>",['Dayforce Review'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">1001-5000 employees</span>",9
140,"<div class=""review-date"">October 24, 2019</div>",['Happy client in the first year with Dayforce'],"<div class=""position"">Project Manager</div>","<span class=""industry-type"">Facilities Services</span>","<span class=""size"">1001-5000 employees</span>",10
141,"<div class=""review-date"">October 24, 2019</div>","['It’s a great product, but let’s make it greater!']","<div class=""position"">HR Generalist</div>","<span class=""industry-type"">Real Estate</span>","<span class=""size"">501-1000 employees</span>",8
142,"<div class=""review-date"">October 23, 2019</div>",['View from HR'],"<div class=""position"">Director of Human Resources</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">501-1000 employees</span>",8
143,"<div class=""review-date"">October 23, 2019</div>",['Why Dayforce Rocks!!!'],"<div class=""position"">Talent Acquisition Manager</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">501-1000 employees</span>",9
144,"<div class=""review-date"">October 23, 2019</div>",['Like Dayforce'],"<div class=""position"">Benefits Manager</div>","<span class=""industry-type"">Renewables &amp; Environment</span>","<span class=""size"">501-1000 employees</span>",9
145,"<div class=""review-date"">October 23, 2019</div>",['D-eh-force has been great'],"<div class=""position"">HR Generalist</div>","<span class=""industry-type"">Capital Markets</span>","<span class=""size"">201-500 employees</span>",8
146,"<div class=""review-date"">October 23, 2019</div>",['Buyer Beware'],"<div class=""position"">Director Human Resources</div>","<span class=""industry-type"">Construction</span>","<span class=""size"">501-1000 employees</span>",6
147,"<div class=""review-date"">October 23, 2019</div>",['Revolutionized'],"<div class=""position"">Hr general</div>","<span class=""industry-type"">Mechanical or Industrial Engineering</span>","<span class=""size"">51-200 employees</span>",10
148,"<div class=""review-date"">October 23, 2019</div>",['Good product'],"<div class=""position"">Payroll Manager</div>","<span class=""industry-type"">Transportation/Trucking/Railroad</span>","<span class=""size"">1001-5000 employees</span>",9
149,"<div class=""review-date"">October 23, 2019</div>",['First year on Dayforce!'],"<div class=""position"">HR Analyst</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">501-1000 employees</span>",8
150,"<div class=""review-date"">Updated October 22, 2019</div>",['Still in Implementation but looking forward to go Live'],"<div class=""position"">Independent Business Owner - Director of Payroll for CRC Companies</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">201-500 employees</span>",10
151,"<div class=""review-date"">October 22, 2019</div>",['A user-friendly HCM!'],"<div class=""position"">Lead, HRIS Systems Administrator</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">5001-10,000 employees</span>",9
152,"<div class=""review-date"">October 22, 2019</div>",['Always gather the requirements'],"<div class=""position"">Manager of Human Resources</div>","<span class=""industry-type"">Pharmaceuticals</span>","<span class=""size"">1001-5000 employees</span>",7
153,"<div class=""review-date"">October 22, 2019</div>",['Law Firm perspective of use'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Law Practice</span>","<span class=""size"">1001-5000 employees</span>",5
154,"<div class=""review-date"">October 22, 2019</div>",['Dayforce HCM hero --- At ground zero!'],"<div class=""position"">HR Generalist</div>","<span class=""industry-type"">Transportation/Trucking/Railroad</span>","<span class=""size"">5001-10,000 employees</span>",9
155,"<div class=""review-date"">October 22, 2019</div>",['Dayforce as a payroll force'],"<div class=""position"">Payroll Admin</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">501-1000 employees</span>",9
156,"<div class=""review-date"">Updated June 28, 2019</div>",['Dayforce HCM for Service Firms'],"<div class=""position"">Human Resources Manager</div>","<span class=""industry-type"">Law Practice</span>","<span class=""size"">51-200 employees</span>",10
157,"<div class=""review-date"">September 27, 2019</div>",['Great all-in-one system!'],"<div class=""position"">Payroll Supervisor and Data Analyst</div>","<span class=""industry-type"">Consumer Goods</span>","<span class=""size"">501-1000 employees</span>",9
158,"<div class=""review-date"">Updated September 20, 2019</div>",['Outstanding HRIS!'],"<div class=""position"">Corporate Recruiter</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">5001-10,000 employees</span>",10
159,"<div class=""review-date"">Updated September 12, 2019</div>",['Way to Payroll!'],"<div class=""position"">Accounting Technician</div>","<span class=""industry-type"">Libraries</span>","<span class=""size"">201-500 employees</span>",9
160,"<div class=""review-date"">September 12, 2019</div>",['Dayforce has a great product that is definitely worth reviewing!!!'],"<div class=""position"">Human Resources Generalist</div>","<span class=""industry-type"">Mining &amp; Metals</span>","<span class=""size"">501-1000 employees</span>",9
161,"<div class=""review-date"">August 26, 2019</div>",['Ceridian Dayforce is an Amazing Solution'],"<div class=""position"">HR Manager / Assistant General Manager</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">51-200 employees</span>",10
162,"<div class=""review-date"">August 23, 2019</div>",['How Dayforce has improved my Payroll Job.'],"<div class=""position"">Payroll Coordinator</div>","<span class=""industry-type"">Government Administration</span>","<span class=""size"">501-1000 employees</span>",9
163,"<div class=""review-date"">August 17, 2019</div>",['May the Dayforce be with you!'],"<div class=""position"">Financial Compliance Manager</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">5001-10,000 employees</span>",8
164,"<div class=""review-date"">August 16, 2019</div>",['Candian North'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Airlines/Aviation</span>","<span class=""size"">501-1000 employees</span>",7
165,"<div class=""review-date"">August 16, 2019</div>",['Dayforce at its best!'],"<div class=""position"">Senior Business Systems Analyst</div>","<span class=""industry-type"">Investment Management</span>","<span class=""size"">51-200 employees</span>",9
166,"<div class=""review-date"">August 16, 2019</div>",['This is the Cadillac of payroll/hr systems'],"<div class=""position"">Payroll/Benefits Administrator</div>","<span class=""industry-type"">Printing</span>","<span class=""size"">201-500 employees</span>",10
167,"<div class=""review-date"">August 15, 2019</div>",['Ceridian Dayforce HCM'],"<div class=""position"">Payroll Assistant</div>","<span class=""industry-type"">Wholesale</span>","<span class=""size"">1001-5000 employees</span>",8
168,"<div class=""review-date"">August 15, 2019</div>",['Dayforce Believer!'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Industrial Automation</span>","<span class=""size"">51-200 employees</span>",9
